,abstract_text,abstract_url,best_result,image_url
Joey Starr,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,,https://duckduckgo.com/i/9c228ee7.jpg
Patrick Benguigui,,,,
Joey Starr,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,,https://duckduckgo.com/i/9c228ee7.jpg
Shawn Corey Carter,,https://en.wikipedia.org/wiki/Jay_Z,,
Kool Shen,"Bruno Lopes, alias Kool Shen, is a French rapper, actor and producer, with Portuguese origins. He is also a break dancer and a graffiti artist. He is a co-founder of Suprême NTM and one of the major figures of French rap. He was featured on Enhancer's album Electrochoc in the song ""Hot"". On 8 November 2009 it was announced that he was the first ever rapper to have an album featured on a football shirt, when Lyon accepted the deal with BetClic. Lyon will wear the shirt once, against Marseille.",https://en.wikipedia.org/wiki/Kool_Shen,,
Andre Romelle Young,"Andre Romelle Young, better known by his stage name Dr. Dre, is an American rapper, record producer and entrepreneur. He is the founder and current CEO of Aftermath Entertainment and Beats Electronics. Dre was previously the co-owner of, and an artist on, Death Row Records. He has produced albums for and overseen the careers of many rappers, including 2Pac, The D.O.C., Snoop Dogg, Eminem, Xzibit, Knoc-turn'al, 50 Cent, The Game, and Kendrick Lamar. He is credited as a key figure in the popularization of West Coast G-funk, a style of rap music characterized as synthesizer-based with slow, heavy beats. As of 2017, he is the third richest figure in hip hop according to Forbes with a net worth of $740 million.",https://en.wikipedia.org/wiki/Dr._Dre,,https://duckduckgo.com/i/3862a395.jpg
Kool Shen,"Bruno Lopes, alias Kool Shen, is a French rapper, actor and producer, with Portuguese origins. He is also a break dancer and a graffiti artist. He is a co-founder of Suprême NTM and one of the major figures of French rap. He was featured on Enhancer's album Electrochoc in the song ""Hot"". On 8 November 2009 it was announced that he was the first ever rapper to have an album featured on a football shirt, when Lyon accepted the deal with BetClic. Lyon will wear the shirt once, against Marseille.",https://en.wikipedia.org/wiki/Kool_Shen,,
Bruno Beausir,,,,
Kool Shen,"Bruno Lopes, alias Kool Shen, is a French rapper, actor and producer, with Portuguese origins. He is also a break dancer and a graffiti artist. He is a co-founder of Suprême NTM and one of the major figures of French rap. He was featured on Enhancer's album Electrochoc in the song ""Hot"". On 8 November 2009 it was announced that he was the first ever rapper to have an album featured on a football shirt, when Lyon accepted the deal with BetClic. Lyon will wear the shirt once, against Marseille.",https://en.wikipedia.org/wiki/Kool_Shen,,
Bruno Lopes,,https://en.wikipedia.org/wiki/Bruno_Lopes,,
Kool Shen,"Bruno Lopes, alias Kool Shen, is a French rapper, actor and producer, with Portuguese origins. He is also a break dancer and a graffiti artist. He is a co-founder of Suprême NTM and one of the major figures of French rap. He was featured on Enhancer's album Electrochoc in the song ""Hot"". On 8 November 2009 it was announced that he was the first ever rapper to have an album featured on a football shirt, when Lyon accepted the deal with BetClic. Lyon will wear the shirt once, against Marseille.",https://en.wikipedia.org/wiki/Kool_Shen,"Bruno Lopes, alias Kool Shen, is a French rapper, actor and producer, with Portuguese origins. He is also a break dancer and a graffiti artist. He is a co-founder of Suprême NTM and one of the major figures of French rap. He was featured on Enhancer's album Electrochoc in the song ""Hot"". On 8 November 2009 it was announced that he was the first ever rapper to have an album featured on a football shirt, when Lyon accepted the deal with BetClic. Lyon will wear the shirt once, against Marseille. (https://en.wikipedia.org/wiki/Kool_Shen)",
Didier Morville,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967. (https://en.wikipedia.org/wiki/Joeystarr)",https://duckduckgo.com/i/9c228ee7.jpg
Kool Shen,"Bruno Lopes, alias Kool Shen, is a French rapper, actor and producer, with Portuguese origins. He is also a break dancer and a graffiti artist. He is a co-founder of Suprême NTM and one of the major figures of French rap. He was featured on Enhancer's album Electrochoc in the song ""Hot"". On 8 November 2009 it was announced that he was the first ever rapper to have an album featured on a football shirt, when Lyon accepted the deal with BetClic. Lyon will wear the shirt once, against Marseille.",https://en.wikipedia.org/wiki/Kool_Shen,"Bruno Lopes, alias Kool Shen, is a French rapper, actor and producer, with Portuguese origins. He is also a break dancer and a graffiti artist. He is a co-founder of Suprême NTM and one of the major figures of French rap. He was featured on Enhancer's album Electrochoc in the song ""Hot"". On 8 November 2009 it was announced that he was the first ever rapper to have an album featured on a football shirt, when Lyon accepted the deal with BetClic. Lyon will wear the shirt once, against Marseille. (https://en.wikipedia.org/wiki/Kool_Shen)",
Dwayne Johnson,"Dwayne Douglas Johnson, also known by his ring name The Rock, is an American actor, producer, and semi-retired professional wrestler.",https://en.wikipedia.org/wiki/Dwayne_Johnson,"Dwayne Douglas Johnson, also known by his ring name The Rock, is an American actor, producer, and semi-retired professional wrestler. (https://en.wikipedia.org/wiki/Dwayne_Johnson)",https://duckduckgo.com/i/639d3832.jpg
Kool Shen,"Bruno Lopes, alias Kool Shen, is a French rapper, actor and producer, with Portuguese origins. He is also a break dancer and a graffiti artist. He is a co-founder of Suprême NTM and one of the major figures of French rap. He was featured on Enhancer's album Electrochoc in the song ""Hot"". On 8 November 2009 it was announced that he was the first ever rapper to have an album featured on a football shirt, when Lyon accepted the deal with BetClic. Lyon will wear the shirt once, against Marseille.",https://en.wikipedia.org/wiki/Kool_Shen,"Bruno Lopes, alias Kool Shen, is a French rapper, actor and producer, with Portuguese origins. He is also a break dancer and a graffiti artist. He is a co-founder of Suprême NTM and one of the major figures of French rap. He was featured on Enhancer's album Electrochoc in the song ""Hot"". On 8 November 2009 it was announced that he was the first ever rapper to have an album featured on a football shirt, when Lyon accepted the deal with BetClic. Lyon will wear the shirt once, against Marseille. (https://en.wikipedia.org/wiki/Kool_Shen)",
Elie Yaffa,,,https://www.facebook.com/public/Elie-Yaffa,
Kool Shen,"Bruno Lopes, alias Kool Shen, is a French rapper, actor and producer, with Portuguese origins. He is also a break dancer and a graffiti artist. He is a co-founder of Suprême NTM and one of the major figures of French rap. He was featured on Enhancer's album Electrochoc in the song ""Hot"". On 8 November 2009 it was announced that he was the first ever rapper to have an album featured on a football shirt, when Lyon accepted the deal with BetClic. Lyon will wear the shirt once, against Marseille.",https://en.wikipedia.org/wiki/Kool_Shen,,
Gary Grice,,,,
Kool Shen,"Bruno Lopes, alias Kool Shen, is a French rapper, actor and producer, with Portuguese origins. He is also a break dancer and a graffiti artist. He is a co-founder of Suprême NTM and one of the major figures of French rap. He was featured on Enhancer's album Electrochoc in the song ""Hot"". On 8 November 2009 it was announced that he was the first ever rapper to have an album featured on a football shirt, when Lyon accepted the deal with BetClic. Lyon will wear the shirt once, against Marseille.",https://en.wikipedia.org/wiki/Kool_Shen,,
Marshall mathers,,https://en.wikipedia.org/wiki/Marshall_Mathers_(disambiguation),,
Kool Shen,"Bruno Lopes, alias Kool Shen, is a French rapper, actor and producer, with Portuguese origins. He is also a break dancer and a graffiti artist. He is a co-founder of Suprême NTM and one of the major figures of French rap. He was featured on Enhancer's album Electrochoc in the song ""Hot"". On 8 November 2009 it was announced that he was the first ever rapper to have an album featured on a football shirt, when Lyon accepted the deal with BetClic. Lyon will wear the shirt once, against Marseille.",https://en.wikipedia.org/wiki/Kool_Shen,,
Mathias Crochon,,,,
Kool Shen,"Bruno Lopes, alias Kool Shen, is a French rapper, actor and producer, with Portuguese origins. He is also a break dancer and a graffiti artist. He is a co-founder of Suprême NTM and one of the major figures of French rap. He was featured on Enhancer's album Electrochoc in the song ""Hot"". On 8 November 2009 it was announced that he was the first ever rapper to have an album featured on a football shirt, when Lyon accepted the deal with BetClic. Lyon will wear the shirt once, against Marseille.",https://en.wikipedia.org/wiki/Kool_Shen,,
Patrick Benguigui,,,,
Kool Shen,"Bruno Lopes, alias Kool Shen, is a French rapper, actor and producer, with Portuguese origins. He is also a break dancer and a graffiti artist. He is a co-founder of Suprême NTM and one of the major figures of French rap. He was featured on Enhancer's album Electrochoc in the song ""Hot"". On 8 November 2009 it was announced that he was the first ever rapper to have an album featured on a football shirt, when Lyon accepted the deal with BetClic. Lyon will wear the shirt once, against Marseille.",https://en.wikipedia.org/wiki/Kool_Shen,,
Shawn Corey Carter,,https://en.wikipedia.org/wiki/Jay_Z,,
Patrick Bruel,"Patrick Bruel is a French singer, actor, and professional poker player.",https://en.wikipedia.org/wiki/Patrick_Bruel,,https://duckduckgo.com/i/7e788845.jpg
Andre Romelle Young,"Andre Romelle Young, better known by his stage name Dr. Dre, is an American rapper, record producer and entrepreneur. He is the founder and current CEO of Aftermath Entertainment and Beats Electronics. Dre was previously the co-owner of, and an artist on, Death Row Records. He has produced albums for and overseen the careers of many rappers, including 2Pac, The D.O.C., Snoop Dogg, Eminem, Xzibit, Knoc-turn'al, 50 Cent, The Game, and Kendrick Lamar. He is credited as a key figure in the popularization of West Coast G-funk, a style of rap music characterized as synthesizer-based with slow, heavy beats. As of 2017, he is the third richest figure in hip hop according to Forbes with a net worth of $740 million.",https://en.wikipedia.org/wiki/Dr._Dre,,https://duckduckgo.com/i/3862a395.jpg
Patrick Bruel,"Patrick Bruel is a French singer, actor, and professional poker player.",https://en.wikipedia.org/wiki/Patrick_Bruel,"Patrick Bruel is a French singer, actor, and professional poker player. (https://en.wikipedia.org/wiki/Patrick_Bruel)",https://duckduckgo.com/i/7e788845.jpg
Bruno Beausir,,,https://www.facebook.com/public/Bruno-Beausir,
Patrick Bruel,"Patrick Bruel is a French singer, actor, and professional poker player.",https://en.wikipedia.org/wiki/Patrick_Bruel,"Patrick Bruel is a French singer, actor, and professional poker player. (https://en.wikipedia.org/wiki/Patrick_Bruel)",https://duckduckgo.com/i/7e788845.jpg
Bruno Lopes,,https://en.wikipedia.org/wiki/Bruno_Lopes,Bruno Henrique Lopes Brazilian football forward. (https://duckduckgo.com/Bruno_Henrique_Lopes?v=i&kp=1),
Patrick Bruel,"Patrick Bruel is a French singer, actor, and professional poker player.",https://en.wikipedia.org/wiki/Patrick_Bruel,"Patrick Bruel is a French singer, actor, and professional poker player. (https://en.wikipedia.org/wiki/Patrick_Bruel)",https://duckduckgo.com/i/7e788845.jpg
Didier Morville,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967. (https://en.wikipedia.org/wiki/Joeystarr)",https://duckduckgo.com/i/9c228ee7.jpg
Patrick Bruel,"Patrick Bruel is a French singer, actor, and professional poker player.",https://en.wikipedia.org/wiki/Patrick_Bruel,,https://duckduckgo.com/i/7e788845.jpg
Dwayne Johnson,"Dwayne Douglas Johnson, also known by his ring name The Rock, is an American actor, producer, and semi-retired professional wrestler.",https://en.wikipedia.org/wiki/Dwayne_Johnson,,https://duckduckgo.com/i/639d3832.jpg
Patrick Bruel,"Patrick Bruel is a French singer, actor, and professional poker player.",https://en.wikipedia.org/wiki/Patrick_Bruel,,https://duckduckgo.com/i/7e788845.jpg
Elie Yaffa,,,,
Patrick Bruel,"Patrick Bruel is a French singer, actor, and professional poker player.",https://en.wikipedia.org/wiki/Patrick_Bruel,,https://duckduckgo.com/i/7e788845.jpg
Gary Grice,,,,
Patrick Bruel,"Patrick Bruel is a French singer, actor, and professional poker player.",https://en.wikipedia.org/wiki/Patrick_Bruel,,https://duckduckgo.com/i/7e788845.jpg
Marshall mathers,,https://en.wikipedia.org/wiki/Marshall_Mathers_(disambiguation),,
Patrick Bruel,"Patrick Bruel is a French singer, actor, and professional poker player.",https://en.wikipedia.org/wiki/Patrick_Bruel,,https://duckduckgo.com/i/7e788845.jpg
Mathias Crochon,,,,
Patrick Bruel,"Patrick Bruel is a French singer, actor, and professional poker player.",https://en.wikipedia.org/wiki/Patrick_Bruel,"Patrick Bruel is a French singer, actor, and professional poker player. (https://en.wikipedia.org/wiki/Patrick_Bruel)",https://duckduckgo.com/i/7e788845.jpg
Patrick Benguigui,,,https://www.facebook.com/public/Patrick-Benguigui,
Patrick Bruel,"Patrick Bruel is a French singer, actor, and professional poker player.",https://en.wikipedia.org/wiki/Patrick_Bruel,"Patrick Bruel is a French singer, actor, and professional poker player. (https://en.wikipedia.org/wiki/Patrick_Bruel)",https://duckduckgo.com/i/7e788845.jpg
Shawn Corey Carter,,https://en.wikipedia.org/wiki/Jay_Z,40/40 Club - The 40/40 Club is a chain of sports bars and lounges owned by Jay-Z. The name is borrowed from the baseball term for the exclusive group of Major League Baseball players who have achieved the rare individual feat of 40 home runs and 40 stolen bases in a single season. (https://duckduckgo.com/?q=40%2F40%20Club&v=i&kp=1),
Rockin' Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation.",https://en.wikipedia.org/wiki/Rockin'_Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation. (https://en.wikipedia.org/wiki/Rockin'_Squat)",
Andre Romelle Young,"Andre Romelle Young, better known by his stage name Dr. Dre, is an American rapper, record producer and entrepreneur. He is the founder and current CEO of Aftermath Entertainment and Beats Electronics. Dre was previously the co-owner of, and an artist on, Death Row Records. He has produced albums for and overseen the careers of many rappers, including 2Pac, The D.O.C., Snoop Dogg, Eminem, Xzibit, Knoc-turn'al, 50 Cent, The Game, and Kendrick Lamar. He is credited as a key figure in the popularization of West Coast G-funk, a style of rap music characterized as synthesizer-based with slow, heavy beats. As of 2017, he is the third richest figure in hip hop according to Forbes with a net worth of $740 million.",https://en.wikipedia.org/wiki/Dr._Dre,"Andre Romelle Young, better known by his stage name Dr. Dre, is an American rapper, record producer and entrepreneur. He is the founder and current CEO of Aftermath Entertainment and Beats Electronics. Dre was previously the co-owner of, and an artist on, Death Row Records. He has produced albums for and overseen the careers of many rappers, including 2Pac, The D.O.C., Snoop Dogg, Eminem, Xzibit, Knoc-turn'al, 50 Cent, The Game, and Kendrick Lamar. He is credited as a key figure in the popularization of West Coast G-funk, a style of rap music characterized as synthesizer-based with slow, heavy beats. As of 2017, he is the third richest figure in hip hop according to Forbes with a net worth of $740 million. (https://en.wikipedia.org/wiki/Dr._Dre)",https://duckduckgo.com/i/3862a395.jpg
Rockin' Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation.",https://en.wikipedia.org/wiki/Rockin'_Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation. (https://en.wikipedia.org/wiki/Rockin'_Squat)",
Bruno Beausir,,,https://www.facebook.com/public/Bruno-Beausir,
Rockin' Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation.",https://en.wikipedia.org/wiki/Rockin'_Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation. (https://en.wikipedia.org/wiki/Rockin'_Squat)",
Bruno Lopes,,https://en.wikipedia.org/wiki/Bruno_Lopes,Bruno Henrique Lopes Brazilian football forward. (https://duckduckgo.com/Bruno_Henrique_Lopes?v=i&kp=1),
Rockin' Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation.",https://en.wikipedia.org/wiki/Rockin'_Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation. (https://en.wikipedia.org/wiki/Rockin'_Squat)",
Didier Morville,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967. (https://en.wikipedia.org/wiki/Joeystarr)",https://duckduckgo.com/i/9c228ee7.jpg
Rockin' Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation.",https://en.wikipedia.org/wiki/Rockin'_Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation. (https://en.wikipedia.org/wiki/Rockin'_Squat)",
Dwayne Johnson,"Dwayne Douglas Johnson, also known by his ring name The Rock, is an American actor, producer, and semi-retired professional wrestler.",https://en.wikipedia.org/wiki/Dwayne_Johnson,"Dwayne Douglas Johnson, also known by his ring name The Rock, is an American actor, producer, and semi-retired professional wrestler. (https://en.wikipedia.org/wiki/Dwayne_Johnson)",https://duckduckgo.com/i/639d3832.jpg
Rockin' Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation.",https://en.wikipedia.org/wiki/Rockin'_Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation. (https://en.wikipedia.org/wiki/Rockin'_Squat)",
Elie Yaffa,,,https://www.facebook.com/public/Elie-Yaffa,
Rockin' Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation.",https://en.wikipedia.org/wiki/Rockin'_Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation. (https://en.wikipedia.org/wiki/Rockin'_Squat)",
Gary Grice,,,https://en.wikipedia.org/wiki/GZA,
Rockin' Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation.",https://en.wikipedia.org/wiki/Rockin'_Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation. (https://en.wikipedia.org/wiki/Rockin'_Squat)",
Marshall mathers,,https://en.wikipedia.org/wiki/Marshall_Mathers_(disambiguation),"Eminem An American rapper, songwriter, record producer, and actor. (https://duckduckgo.com/Eminem?v=i&kp=1)",
Rockin' Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation.",https://en.wikipedia.org/wiki/Rockin'_Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation. (https://en.wikipedia.org/wiki/Rockin'_Squat)",
Mathias Crochon,,,https://en.wikipedia.org/wiki/Rockin%27_Squat,
Rockin' Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation.",https://en.wikipedia.org/wiki/Rockin'_Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation. (https://en.wikipedia.org/wiki/Rockin'_Squat)",
Patrick Benguigui,,,https://www.facebook.com/public/Patrick-Benguigui,
Rockin' Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation.",https://en.wikipedia.org/wiki/Rockin'_Squat,"Mathias Crochon, better known as Rockin' Squat, is a French MC. He is the son of the actor Jean-Pierre Cassel and the brother of Vincent Cassel and Cécile Cassel. In the mid-80s, he created the famous rap group Assassin, becoming the first artist of this scene to mention politics and social problems in his records. The subjects of his rap songs include modern slavery, ecology, political prisoners, women's rights, racism, the NWO or African colonisation. (https://en.wikipedia.org/wiki/Rockin'_Squat)",
Shawn Corey Carter,,https://en.wikipedia.org/wiki/Jay_Z,40/40 Club - The 40/40 Club is a chain of sports bars and lounges owned by Jay-Z. The name is borrowed from the baseball term for the exclusive group of Major League Baseball players who have achieved the rare individual feat of 40 home runs and 40 stolen bases in a single season. (https://duckduckgo.com/?q=40%2F40%20Club&v=i&kp=1),
The Rock,,https://en.wikipedia.org/wiki/The_Rock,,
Andre Romelle Young,"Andre Romelle Young, better known by his stage name Dr. Dre, is an American rapper, record producer and entrepreneur. He is the founder and current CEO of Aftermath Entertainment and Beats Electronics. Dre was previously the co-owner of, and an artist on, Death Row Records. He has produced albums for and overseen the careers of many rappers, including 2Pac, The D.O.C., Snoop Dogg, Eminem, Xzibit, Knoc-turn'al, 50 Cent, The Game, and Kendrick Lamar. He is credited as a key figure in the popularization of West Coast G-funk, a style of rap music characterized as synthesizer-based with slow, heavy beats. As of 2017, he is the third richest figure in hip hop according to Forbes with a net worth of $740 million.",https://en.wikipedia.org/wiki/Dr._Dre,"Andre Romelle Young, better known by his stage name Dr. Dre, is an American rapper, record producer and entrepreneur. He is the founder and current CEO of Aftermath Entertainment and Beats Electronics. Dre was previously the co-owner of, and an artist on, Death Row Records. He has produced albums for and overseen the careers of many rappers, including 2Pac, The D.O.C., Snoop Dogg, Eminem, Xzibit, Knoc-turn'al, 50 Cent, The Game, and Kendrick Lamar. He is credited as a key figure in the popularization of West Coast G-funk, a style of rap music characterized as synthesizer-based with slow, heavy beats. As of 2017, he is the third richest figure in hip hop according to Forbes with a net worth of $740 million. (https://en.wikipedia.org/wiki/Dr._Dre)",https://duckduckgo.com/i/3862a395.jpg
The Rock,,https://en.wikipedia.org/wiki/The_Rock,"The Rock (film) A 1996 American action thriller film directed by Michael Bay, produced by Don Simpson and Jerry... (https://duckduckgo.com/The_Rock_(film)?v=i&kp=1)",
Bruno Beausir,,,https://www.facebook.com/public/Bruno-Beausir,
The Rock,,https://en.wikipedia.org/wiki/The_Rock,"The Rock (film) A 1996 American action thriller film directed by Michael Bay, produced by Don Simpson and Jerry... (https://duckduckgo.com/The_Rock_(film)?v=i&kp=1)",
Bruno Lopes,,https://en.wikipedia.org/wiki/Bruno_Lopes,Bruno Henrique Lopes Brazilian football forward. (https://duckduckgo.com/Bruno_Henrique_Lopes?v=i&kp=1),
The Rock,,https://en.wikipedia.org/wiki/The_Rock,"The Rock (film) A 1996 American action thriller film directed by Michael Bay, produced by Don Simpson and Jerry... (https://duckduckgo.com/The_Rock_(film)?v=i&kp=1)",
Didier Morville,"Didier Morville, better known by his stage name JoeyStarr with additional alias as Jaguar Gorgone or Double R, is a French rapper, from Saint-Denis. He co-founded the famous French rap group Suprême NTM in 1989 along with Kool Shen. He was born on 27 October 1967.",https://en.wikipedia.org/wiki/Joeystarr,,https://duckduckgo.com/i/9c228ee7.jpg
The Rock,,https://en.wikipedia.org/wiki/The_Rock,,
